,origin,dest,market_coupons,market_distance,market_fare,PASSENGERS
0,ABE,ATL,1.0,692.0,231.73372693726935,542.0
6,ABE,MYR,1.0,518.0,72.25116373477672,739.0
8,ABE,PGD,1.0,1018.0,78.68303703703704,675.0
10,ABE,PIE,1.0,970.0,90.112918395574,723.0
12,ABE,SFB,1.0,882.0,75.75070938215103,1748.0
17,ABQ,ATL,1.0,1269.0,262.4950557103064,718.0
18,ABQ,AUS,1.0,619.0,118.23722891566266,1079.0
24,ABQ,BWI,1.0,1670.0,254.81032735775528,1283.0
30,ABQ,DAL,1.0,580.0,174.42604780433572,1799.0
32,ABQ,DEN,1.0,349.0,127.50601410342512,2978.0
33,ABQ,DFW,1.0,569.0,210.03939778129956,1262.0
38,ABQ,HOU,1.0,759.0,193.88580159433127,1129.0
40,ABQ,IAH,1.0,744.0,234.51626943005184,579.0
43,ABQ,JFK,1.0,1826.0,187.29089979550102,978.0
44,ABQ,LAS,1.0,486.0,127.72112871287128,2525.0
45,ABQ,LAX,1.0,677.0,149.69693746796514,3902.0
50,ABQ,MDW,1.0,1121.0,201.60322121604136,773.0
53,ABQ,MSP,1.0,981.0,235.6216479400749,534.0
55,ABQ,OAK,1.0,889.0,154.00066378845116,1853.0
58,ABQ,ORD,1.0,1118.0,238.16441544885174,958.0
60,ABQ,PDX,1.0,1111.0,201.63246666666666,600.0
61,ABQ,PHX,1.0,328.0,153.79271841704718,3285.0
68,ABQ,SAN,1.0,628.0,115.27082281439925,2139.0
71,ABQ,SEA,1.0,1180.0,179.61981070496086,1532.0
72,ABQ,SFO,1.0,896.0,165.53534968210715,1101.0
75,ABQ,SLC,1.0,493.0,255.04860169491522,708.0
84,ACK,BOS,1.0,91.0,156.3325354969574,493.0
86,ACK,DCA,1.0,405.0,207.16554545454548,660.0
87,ACK,EWR,1.0,218.0,185.14596916299558,454.0
89,ACK,JFK,1.0,199.0,190.05850672328378,1413.0
90,ACK,LGA,1.0,202.0,185.3718610747051,763.0
93,ACV,LAX,1.0,577.0,199.03516629711748,451.0
95,ACY,ATL,1.0,679.0,50.621530531324346,1261.0
96,ACY,FLL,1.0,977.0,73.99875626043406,2396.0
97,ACY,MCO,1.0,852.0,64.01035507246377,2760.0
98,ACY,MYR,1.0,466.0,47.304514705882355,1360.0
99,ACY,RSW,1.0,982.0,56.88505681818182,1408.0
100,ACY,TPA,1.0,913.0,57.60226890756302,1309.0
102,ADQ,ANC,1.0,253.0,159.4991024287223,947.0
111,ALB,ATL,1.0,853.0,230.0063203463204,1155.0
114,ALB,BWI,1.0,289.0,169.46573940847324,1251.0
116,ALB,CLT,1.0,646.0,230.99629737609328,686.0
118,ALB,DCA,1.0,318.0,210.8859746251442,867.0
119,ALB,DEN,1.0,1610.0,167.14010895883777,826.0
120,ALB,DTW,1.0,489.0,252.90482504604054,543.0
122,ALB,FLL,1.0,1204.0,170.59118811881189,1212.0
129,ALB,MCO,1.0,1073.0,139.09623859649125,2850.0
130,ALB,MDW,1.0,717.0,207.23146044624747,493.0
136,ALB,ORD,1.0,723.0,242.29678407350687,1306.0
138,ALB,PGD,1.0,1185.0,77.14859813084112,535.0
143,ALB,RDU,1.0,544.0,61.30393835616438,584.0
152,ALB,TPA,1.0,1130.0,154.8491844416562,797.0
157,AMA,DAL,1.0,323.0,143.6240144478844,969.0
159,AMA,DFW,1.0,312.0,189.6505785123967,605.0
164,AMA,LAS,1.0,758.0,133.77208,500.0
178,ANC,ADQ,1.0,253.0,155.98928809788654,899.0
181,ANC,BET,1.0,399.0,153.4067969924812,1330.0
183,ANC,BRW,1.0,725.0,218.48820851688694,681.0
185,ANC,DEN,1.0,2405.0,360.88521126760565,710.0
190,ANC,EWR,1.0,3370.0,494.50462526766603,467.0
191,ANC,FAI,1.0,261.0,115.94503509891513,3134.0
192,ANC,HNL,1.0,2777.0,276.0817600896861,892.0
195,ANC,JNU,1.0,571.0,178.24180649112063,1633.0
198,ANC,LAX,1.0,2345.0,268.7038521400778,1799.0
199,ANC,MSP,1.0,2519.0,265.0700992829564,1813.0
201,ANC,OME,1.0,539.0,215.60285180572856,803.0
202,ANC,ORD,1.0,2846.0,334.0685205267235,1291.0
203,ANC,OTZ,1.0,548.0,174.37611612903225,775.0
204,ANC,PDX,1.0,1542.0,203.1318832649339,2193.0
207,ANC,SCC,1.0,626.0,344.95514009661844,1035.0
208,ANC,SEA,1.0,1448.0,193.0346908685417,8071.0
221,ASE,LAX,1.0,737.0,284.7144086021505,744.0
226,ATL,ABE,1.0,692.0,229.3841592920354,565.0
227,ATL,ABQ,1.0,1269.0,262.5086333771353,761.0
229,ATL,ACY,1.0,679.0,49.321018593371065,1237.0
232,ATL,ALB,1.0,853.0,230.15833910034604,1156.0
236,ATL,AUS,1.0,813.0,136.03912717408647,6267.0
239,ATL,BDL,1.0,859.0,228.22320945945944,2960.0
242,ATL,BNA,1.0,214.0,147.8549560632689,2845.0
243,ATL,BOS,1.0,946.0,146.0199356482102,14918.0
245,ATL,BTR,1.0,448.0,227.86471223021582,556.0
247,ATL,BUF,1.0,712.0,209.43579418344515,1788.0
248,ATL,BUR,1.0,1941.0,273.96024229074885,454.0
249,ATL,BWI,1.0,577.0,133.3863382838284,12120.0
252,ATL,CAK,1.0,528.0,204.136022913257,611.0
255,ATL,CHS,1.0,259.0,237.19607629427796,1101.0
256,ATL,CID,1.0,694.0,239.36878318584073,452.0
257,ATL,CLE,1.0,554.0,128.9123660175771,5803.0
258,ATL,CLT,1.0,226.0,253.2607633242999,2214.0
259,ATL,CMH,1.0,447.0,172.8017445652174,3680.0
260,ATL,COS,1.0,1184.0,121.18920616113745,844.0
263,ATL,CVG,1.0,373.0,195.8250463678516,2588.0
264,ATL,DAB,1.0,366.0,161.61759084791385,743.0
265,ATL,DAL,1.0,721.0,167.35132831608655,5315.0
266,ATL,DAY,1.0,432.0,213.56587368421054,950.0
267,ATL,DCA,1.0,547.0,197.22188006952493,10356.0
268,ATL,DEN,1.0,1199.0,151.69774666878172,12608.0
269,ATL,DFW,1.0,731.0,175.09942469403046,12011.0
271,ATL,DSM,1.0,743.0,238.7835929648241,796.0
272,ATL,DTW,1.0,594.0,156.17768522944553,8368.0
273,ATL,ECP,1.0,240.0,169.16956651718985,669.0
274,ATL,ELP,1.0,1282.0,274.3421863799283,558.0
277,ATL,EWR,1.0,746.0,179.84520312237703,11914.0
278,ATL,EYW,1.0,646.0,206.04011811023622,508.0
281,ATL,FLL,1.0,581.0,108.0548837541007,14022.0
282,ATL,FNT,1.0,645.0,190.86536652835403,723.0
285,ATL,FWA,1.0,508.0,207.8644685466377,461.0
289,ATL,GRR,1.0,640.0,209.91733770491803,1525.0
290,ATL,GSO,1.0,306.0,213.1069701986755,1208.0
294,ATL,HNL,1.0,4502.0,579.9655934718102,674.0
295,ATL,HOU,1.0,696.0,127.83922090893957,6007.0
296,ATL,HPN,1.0,780.0,221.035880189175,1903.0
299,ATL,IAD,1.0,534.0,198.64765020026704,3745.0
300,ATL,IAH,1.0,689.0,133.14322004101962,6826.0
301,ATL,ICT,1.0,782.0,233.31920852359204,657.0
303,ATL,IND,1.0,432.0,187.9725935231714,3582.0
304,ATL,ISP,1.0,795.0,65.19104010025062,798.0
306,ATL,JAN,1.0,341.0,252.71676703645008,631.0
307,ATL,JAX,1.0,270.0,175.44226730310262,2933.0
308,ATL,JFK,1.0,760.0,164.51684458167918,6801.0
309,ATL,LAS,1.0,1747.0,198.17408610803741,9941.0
310,ATL,LAX,1.0,1947.0,253.7215855344539,13743.0
311,ATL,LEX,1.0,304.0,241.99819494584838,554.0
313,ATL,LGA,1.0,762.0,166.3045590167011,21316.0
314,ATL,LIT,1.0,453.0,229.22714839961202,1031.0
317,ATL,MCI,1.0,692.0,172.3364048825426,4342.0
318,ATL,MCO,1.0,404.0,110.06660840489398,13159.0
319,ATL,MDT,1.0,620.0,275.3964656212304,829.0
320,ATL,MDW,1.0,591.0,147.18137824235384,7749.0
321,ATL,MEM,1.0,332.0,243.2261600402617,1987.0
324,ATL,MIA,1.0,594.0,138.05259997933243,9677.0
325,ATL,MKE,1.0,669.0,174.77456708715596,3488.0
326,ATL,MLB,1.0,442.0,163.0096853146853,572.0
330,ATL,MSN,1.0,707.0,226.6559857482185,842.0
332,ATL,MSP,1.0,907.0,215.09578333059343,6083.0
333,ATL,MSY,1.0,425.0,128.9809560580989,5439.0
336,ATL,OAK,1.0,2130.0,233.4769115323855,1266.0
337,ATL,OKC,1.0,761.0,238.20194732641664,1253.0
338,ATL,OMA,1.0,821.0,234.34100331674958,1206.0
339,ATL,ONT,1.0,1900.0,280.41408333333334,720.0
340,ATL,ORD,1.0,606.0,162.11311615140133,13844.0
341,ATL,ORF,1.0,516.0,224.76054198927935,1679.0
342,ATL,PBI,1.0,545.0,164.98845592897908,3154.0
343,ATL,PDX,1.0,2172.0,328.4451203079884,2078.0
345,ATL,PHL,1.0,666.0,169.8945333574726,11047.0
346,ATL,PHX,1.0,1587.0,246.91730555555554,4680.0
348,ATL,PIT,1.0,526.0,184.6444013275466,3917.0
349,ATL,PNS,1.0,271.0,217.69905500705218,709.0
350,ATL,PVD,1.0,903.0,217.09627887788778,1212.0
351,ATL,PWM,1.0,1027.0,219.01809897879028,1273.0
353,ATL,RDU,1.0,356.0,202.23954923140838,4814.0
354,ATL,RIC,1.0,481.0,187.4711596431867,3251.0
357,ATL,ROC,1.0,749.0,227.272421875,896.0
359,ATL,RSW,1.0,515.0,170.90938374125875,2288.0
360,ATL,SAN,1.0,1892.0,305.9351783858677,2887.0
361,ATL,SAT,1.0,874.0,167.02137620017456,3437.0
362,ATL,SAV,1.0,214.0,186.67667678300455,659.0
363,ATL,SBN,1.0,566.0,238.66114224137928,464.0
364,ATL,SDF,1.0,321.0,236.8451156271899,1427.0
365,ATL,SEA,1.0,2182.0,301.0086369982548,5730.0
366,ATL,SFO,1.0,2139.0,278.0048867951062,7111.0
367,ATL,SGF,1.0,563.0,222.86911522633744,486.0
369,ATL,SJC,1.0,2116.0,317.94617585484997,1433.0
370,ATL,SJU,1.0,1547.0,224.04099702380952,2016.0
371,ATL,SLC,1.0,1590.0,265.17772481728633,3147.0
372,ATL,SMF,1.0,2092.0,313.6797456993268,1337.0
373,ATL,SNA,1.0,1919.0,316.9730339539978,1826.0
374,ATL,SRQ,1.0,444.0,201.64676363636363,1100.0
375,ATL,STL,1.0,484.0,168.0989221824687,4472.0
378,ATL,SYR,1.0,794.0,218.09234182415776,1217.0
380,ATL,TPA,1.0,406.0,128.939721667892,9521.0
382,ATL,TTN,1.0,701.0,67.7819723183391,1445.0
383,ATL,TUL,1.0,674.0,242.8110887096774,744.0
384,ATL,TUS,1.0,1541.0,301.4753548387097,465.0
388,ATL,VPS,1.0,250.0,167.21510729613738,466.0
389,ATL,XNA,1.0,589.0,330.92570302233895,761.0
403,AUS,ABQ,1.0,619.0,117.79406779661018,1062.0
406,AUS,ATL,1.0,813.0,141.00788209234963,5869.0
409,AUS,BNA,1.0,756.0,213.19190754827383,1709.0
411,AUS,BOS,1.0,1698.0,190.97997745208568,3548.0
415,AUS,BWI,1.0,1342.0,159.9398044792037,2813.0
417,AUS,CLE,1.0,1174.0,67.0748753894081,642.0
418,AUS,CLT,1.0,1032.0,279.7344007670182,1043.0
420,AUS,CVG,1.0,958.0,98.1561683168317,1010.0
421,AUS,DAL,1.0,189.0,172.29279607568327,2854.0
422,AUS,DCA,1.0,1315.0,236.7721393034826,1005.0
423,AUS,DEN,1.0,775.0,115.50314592102627,9978.0
424,AUS,DFW,1.0,190.0,185.65065673289183,1812.0
426,AUS,DTW,1.0,1149.0,114.60505572755417,3230.0
428,AUS,ELP,1.0,528.0,179.38031313818928,1469.0
429,AUS,EWR,1.0,1504.0,233.02573547289083,4113.0
430,AUS,FLL,1.0,1105.0,110.46548573369566,2944.0
435,AUS,HOU,1.0,148.0,187.33173076923077,624.0
437,AUS,IAD,1.0,1297.0,205.17222410865875,2356.0
442,AUS,JFK,1.0,1521.0,212.3435149413901,6057.0
443,AUS,LAS,1.0,1090.0,112.47577365163572,5655.0
444,AUS,LAX,1.0,1242.0,133.78379386892178,9460.0
445,AUS,LBB,1.0,341.0,159.19722457627117,472.0
447,AUS,LGB,1.0,1226.0,139.77418312387792,1114.0
449,AUS,MCI,1.0,650.0,153.42302272727275,880.0
450,AUS,MCO,1.0,994.0,106.08047981545559,4335.0
451,AUS,MDW,1.0,972.0,151.6143820634342,2743.0
454,AUS,MIA,1.0,1103.0,204.4958485139022,1043.0
457,AUS,MSP,1.0,1042.0,141.59384386371153,3023.0
458,AUS,MSY,1.0,444.0,92.88600511695905,2736.0
459,AUS,OAK,1.0,1497.0,177.94504140786748,966.0
462,AUS,ONT,1.0,1196.0,66.98222402597403,616.0
463,AUS,ORD,1.0,977.0,138.5391745022124,7232.0
465,AUS,PDX,1.0,1715.0,217.92532360984504,1097.0
466,AUS,PHL,1.0,1430.0,194.39531420089065,2021.0
467,AUS,PHX,1.0,872.0,184.9055294467579,3362.0
471,AUS,RDU,1.0,1162.0,166.29535550458715,872.0
475,AUS,SAN,1.0,1164.0,145.96500873616773,3434.0
477,AUS,SEA,1.0,1770.0,202.91501075268818,3255.0
479,AUS,SFO,1.0,1504.0,193.41416452000686,5823.0
480,AUS,SJC,1.0,1476.0,195.55736842105262,3287.0
482,AUS,SLC,1.0,1086.0,153.16931578947367,2090.0
483,AUS,SMF,1.0,1481.0,175.93205882352942,850.0
484,AUS,SNA,1.0,1209.0,75.56591946308725,745.0
485,AUS,STL,1.0,721.0,187.8071543264942,1121.0
486,AUS,TPA,1.0,928.0,122.70832842415315,1358.0
492,AVL,DEN,1.0,1248.0,90.45024305555555,576.0
495,AVL,EWR,1.0,583.0,90.09359649122808,1140.0
496,AVL,FLL,1.0,660.0,56.06725422667502,3194.0
501,AVL,PGD,1.0,588.0,65.30248974008208,731.0
503,AVL,PIE,1.0,519.0,45.98259429153925,1962.0
505,AVL,SFB,1.0,465.0,49.170848708487085,1355.0
512,AVP,ORD,1.0,632.0,208.8489827255278,521.0
515,AZA,BIL,1.0,878.0,83.040625,480.0
516,AZA,BIS,1.0,1092.0,90.94333333333334,456.0
519,AZA,CID,1.0,1240.0,99.89673234811166,609.0
521,AZA,DSM,1.0,1137.0,80.71992481203007,532.0
522,AZA,EUG,1.0,971.0,77.80810234541578,469.0
523,AZA,FAR,1.0,1220.0,110.06624605678233,634.0
525,AZA,FSD,1.0,1072.0,87.21836419753086,648.0
529,AZA,GRI,1.0,905.0,73.32711198428291,509.0
530,AZA,GRR,1.0,1561.0,126.59929701230229,569.0
533,AZA,IDA,1.0,704.0,73.15946348733235,671.0
534,AZA,LAS,1.0,276.0,50.41008771929825,456.0
538,AZA,MOT,1.0,1164.0,92.82721382289417,463.0
539,AZA,MSO,1.0,948.0,71.60284463894968,457.0
540,AZA,OAK,1.0,668.0,77.37395833333333,480.0
543,AZA,PIA,1.0,1312.0,98.72008169934641,612.0
544,AZA,PSC,1.0,977.0,70.99595959595959,495.0
545,AZA,PVU,1.0,477.0,58.95974288337924,2178.0
546,AZA,RAP,1.0,873.0,80.34885764499121,569.0
547,AZA,RFD,1.0,1373.0,107.45348837209302,516.0
550,AZA,SGF,1.0,1066.0,87.50419732441472,598.0
557,BDL,ATL,1.0,859.0,229.16133988074358,2851.0
564,BDL,BWI,1.0,283.0,167.57156565656564,1584.0
566,BDL,CLT,1.0,644.0,284.53989537925025,1147.0
570,BDL,DCA,1.0,313.0,195.72219156689226,1921.0
571,BDL,DEN,1.0,1671.0,205.35346065347443,2173.0
572,BDL,DFW,1.0,1471.0,319.0923949044586,785.0
573,BDL,DTW,1.0,549.0,230.6931135531136,1365.0
574,BDL,FLL,1.0,1173.0,133.8498287783997,3037.0
576,BDL,IAD,1.0,326.0,188.58422818791945,894.0
580,BDL,LAX,1.0,2527.0,295.1159456264775,846.0
583,BDL,MCO,1.0,1050.0,111.6566288571777,8199.0
584,BDL,MDW,1.0,777.0,206.44151785714283,896.0
586,BDL,MIA,1.0,1194.0,176.91862891207154,671.0
587,BDL,MSP,1.0,1050.0,266.5962574651626,1507.0
589,BDL,MYR,1.0,664.0,74.25855676328503,1656.0
592,BDL,ORD,1.0,783.0,252.73358280254777,2512.0
594,BDL,PBI,1.0,1133.0,159.05699598393576,1245.0
598,BDL,RDU,1.0,532.0,94.12272522522524,888.0
600,BDL,RSW,1.0,1180.0,101.94265795206972,459.0
605,BDL,SJU,1.0,1666.0,230.26951738453553,1927.0
607,BDL,STL,1.0,957.0,167.4806862745098,510.0
608,BDL,TPA,1.0,1111.0,133.03464342313788,3155.0
610,BET,ANC,1.0,399.0,154.13062406015038,1330.0
616,BFM,DEN,1.0,1132.0,63.130387596899226,516.0
622,BGR,DCA,1.0,590.0,240.62964285714287,756.0
625,BGR,LGA,1.0,378.0,216.3501891891892,740.0
627,BGR,ORD,1.0,978.0,236.7953097345133,452.0
629,BGR,PIE,1.0,1394.0,122.90520000000001,550.0
631,BGR,SFB,1.0,1299.0,114.2016248153619,677.0
636,BHM,BWI,1.0,682.0,176.9072433460076,526.0
639,BHM,CLT,1.0,350.0,274.9008528428094,598.0
641,BHM,DAL,1.0,587.0,155.98610678531702,899.0
642,BHM,DCA,1.0,653.0,237.8912515802781,791.0
643,BHM,DEN,1.0,1083.0,163.6668671679198,798.0
644,BHM,DFW,1.0,597.0,240.78215502555366,1174.0
645,BHM,DTW,1.0,625.0,266.9784870317003,694.0
647,BHM,HOU,1.0,570.0,170.03408333333334,720.0
648,BHM,IAH,1.0,562.0,224.0908244680851,752.0
653,BHM,LGA,1.0,866.0,238.91242282507017,1069.0
655,BHM,MCO,1.0,479.0,121.36015432098766,1620.0
656,BHM,MDW,1.0,570.0,177.86855780691303,839.0
660,BHM,ORD,1.0,583.0,224.43396531791907,865.0
661,BHM,PHL,1.0,772.0,220.330754985755,702.0
667,BHM,TPA,1.0,459.0,146.26448736998515,673.0
669,BIL,AZA,1.0,878.0,82.96985446985447,481.0
670,BIL,DEN,1.0,455.0,145.13477744807122,1011.0
677,BIL,SEA,1.0,664.0,201.31045112781956,665.0
679,BIS,AZA,1.0,1092.0,89.96673596673597,481.0
680,BIS,DEN,1.0,516.0,139.8655098934551,657.0
684,BIS,MSP,1.0,386.0,207.8451204819277,498.0
688,BKG,DEN,1.0,665.0,62.4701737756714,633.0
692,BLI,AZA,1.0,1208.0,94.78834355828221,489.0
693,BLI,LAS,1.0,954.0,74.53951459992416,2637.0
694,BLI,LAX,1.0,1047.0,76.76766574585635,724.0
695,BLI,OAK,1.0,764.0,85.6124031007752,903.0
704,BLV,PGD,1.0,921.0,89.49300000000001,620.0
705,BLV,PIE,1.0,841.0,86.36998577524894,703.0
706,BLV,SFB,1.0,835.0,75.489893129771,655.0
707,BLV,VPS,1.0,587.0,63.687196819085486,1509.0
709,BMI,DEN,1.0,834.0,80.49885277246655,523.0
711,BMI,MCO,1.0,936.0,60.370635593220335,472.0
714,BMI,SFB,1.0,917.0,61.55662393162393,468.0
719,BNA,ATL,1.0,214.0,141.74339541070836,3007.0
720,BNA,AUS,1.0,756.0,216.64384971098266,1730.0
722,BNA,BOS,1.0,942.0,137.6748537762635,7044.0
725,BNA,BWI,1.0,587.0,179.06405534351146,3144.0
726,BNA,CHS,1.0,439.0,157.99882267441862,688.0
728,BNA,CLE,1.0,448.0,138.15272350230416,2170.0
729,BNA,CLT,1.0,328.0,175.84700219619327,2732.0
730,BNA,CMH,1.0,337.0,168.67017401392113,862.0
731,BNA,DAL,1.0,623.0,184.88508034188033,2925.0
732,BNA,DCA,1.0,562.0,191.7379751284131,3699.0
733,BNA,DEN,1.0,1014.0,152.77366133462593,6189.0
734,BNA,DFW,1.0,631.0,221.08639291465377,3105.0
735,BNA,DTW,1.0,456.0,172.53057420699238,4319.0
736,BNA,ECP,1.0,401.0,113.19794658753707,1685.0
738,BNA,EWR,1.0,748.0,183.58730507030253,4694.0
739,BNA,FLL,1.0,793.0,126.45812565445026,3820.0
742,BNA,HOU,1.0,670.0,188.60592876465284,2218.0
743,BNA,IAD,1.0,542.0,208.62040186915885,1070.0
744,BNA,IAH,1.0,657.0,216.98912423625254,1473.0
747,BNA,JAX,1.0,483.0,143.9437686344663,1677.0
748,BNA,JFK,1.0,765.0,188.255327234342,1421.0
749,BNA,LAS,1.0,1587.0,170.3973123324397,2984.0
750,BNA,LAX,1.0,1797.0,211.71370167475345,6389.0
752,BNA,LGA,1.0,764.0,176.70343346434586,7124.0
755,BNA,MCI,1.0,491.0,171.31880902413434,1906.0
756,BNA,MCO,1.0,616.0,121.01863025210085,4760.0
758,BNA,MDW,1.0,395.0,142.48490409661377,4223.0
761,BNA,MIA,1.0,806.0,146.73888682745823,1617.0
762,BNA,MKE,1.0,475.0,119.27623055162658,1414.0
764,BNA,MSP,1.0,695.0,157.98929295554976,3847.0
765,BNA,MSY,1.0,471.0,178.96126857142855,1750.0
766,BNA,OAK,1.0,1959.0,215.66711229946523,748.0
769,BNA,ORD,1.0,409.0,159.25351534391535,4725.0
772,BNA,PDX,1.0,1973.0,131.15785714285715,798.0
773,BNA,PGD,1.0,692.0,62.940871369294605,482.0
774,BNA,PHL,1.0,675.0,147.89242217160213,5268.0
775,BNA,PHX,1.0,1449.0,217.4521715947649,2063.0
777,BNA,PIT,1.0,462.0,150.36907979870597,1391.0
778,BNA,PNS,1.0,391.0,110.82064769381746,1019.0
779,BNA,PVD,1.0,906.0,68.28315702479338,605.0
781,BNA,RDU,1.0,442.0,137.88114973262032,2992.0
786,BNA,SAN,1.0,1751.0,244.4661886204209,1283.0
787,BNA,SAT,1.0,822.0,192.2578115799804,1019.0
789,BNA,SEA,1.0,1978.0,227.2904716285925,2714.0
791,BNA,SFO,1.0,1969.0,241.29813988095236,2016.0
792,BNA,SJC,1.0,1947.0,221.12119565217392,460.0
794,BNA,SLC,1.0,1404.0,276.40530933633295,889.0
798,BNA,STL,1.0,272.0,150.84386219401634,1103.0
799,BNA,SYR,1.0,741.0,74.12991266375546,458.0
800,BNA,TPA,1.0,612.0,145.43010603048376,3018.0
801,BNA,TTN,1.0,706.0,60.59586744639376,513.0
812,BOI,DEN,1.0,649.0,162.84745047372957,2322.0
813,BOI,DFW,1.0,1272.0,299.23160747663553,535.0
814,BOI,GEG,1.0,287.0,98.29502231036193,2017.0
819,BOI,LAS,1.0,519.0,120.19494373593398,1333.0
820,BOI,LAX,1.0,674.0,140.8114271099744,1955.0
824,BOI,MSP,1.0,1142.0,260.92600877192984,684.0
826,BOI,OAK,1.0,512.0,157.21246361746364,962.0
829,BOI,ORD,1.0,1437.0,312.46330922242316,553.0
830,BOI,PDX,1.0,344.0,139.13236235845372,2561.0
831,BOI,PHX,1.0,735.0,160.25382410423452,1535.0
834,BOI,SAN,1.0,749.0,127.0066828591256,1441.0
836,BOI,SEA,1.0,399.0,100.69053203040174,5526.0
837,BOI,SFO,1.0,522.0,205.5042083333333,960.0
838,BOI,SJC,1.0,523.0,125.75373100303952,1316.0
839,BOI,SLC,1.0,290.0,205.973661971831,994.0
840,BOI,SMF,1.0,437.0,119.94618750000001,1440.0
845,BOS,ACK,1.0,91.0,146.0140340909091,528.0
846,BOS,ATL,1.0,946.0,147.29435209468093,14871.0
848,BOS,AUS,1.0,1698.0,198.75356289129198,3514.0
849,BOS,BNA,1.0,942.0,136.48818284743842,7066.0
850,BOS,BUF,1.0,395.0,126.24869601100411,3635.0
851,BOS,BUR,1.0,2601.0,207.64052453468696,591.0
852,BOS,BWI,1.0,369.0,115.45502209944752,10860.0
853,BOS,CHS,1.0,818.0,146.1600081665986,2449.0
854,BOS,CLE,1.0,563.0,132.71376451833297,4391.0
855,BOS,CLT,1.0,728.0,173.37697563306259,6279.0
856,BOS,CMH,1.0,640.0,194.64221925133688,2618.0
857,BOS,CVG,1.0,752.0,247.96230325504737,2427.0
858,BOS,DAL,1.0,1554.0,158.82405747126435,870.0
859,BOS,DCA,1.0,399.0,154.21798407376363,16702.0
860,BOS,DEN,1.0,1754.0,222.17957442987966,11138.0
861,BOS,DFW,1.0,1562.0,221.10569044879173,8690.0
862,BOS,DTW,1.0,632.0,157.7463988214812,7467.0
865,BOS,EWR,1.0,200.0,188.16950138504154,6859.0
866,BOS,FLL,1.0,1237.0,138.78332506511222,8063.0
868,BOS,HNL,1.0,5095.0,406.4916312741313,1036.0
869,BOS,HOU,1.0,1609.0,168.61540665434381,2164.0
870,BOS,IAD,1.0,413.0,174.4314438305709,2715.0
871,BOS,IAH,1.0,1597.0,271.90904421862126,3641.0
872,BOS,IND,1.0,818.0,253.80389534883722,1892.0
874,BOS,JAX,1.0,1010.0,133.62329763779528,3175.0
875,BOS,JFK,1.0,187.0,166.14134521313767,2862.0
876,BOS,LAS,1.0,2381.0,215.94074466519498,6795.0
877,BOS,LAX,1.0,2611.0,278.00853870041595,17067.0
879,BOS,LGA,1.0,184.0,183.0238143220505,10222.0
880,BOS,LGB,1.0,2602.0,244.42494983277592,1196.0
881,BOS,MCI,1.0,1256.0,224.8967533557047,1192.0
882,BOS,MCO,1.0,1121.0,128.73949210414,14058.0
884,BOS,MDW,1.0,861.0,130.8745782246199,4078.0
885,BOS,MIA,1.0,1258.0,220.53514362877488,4073.0
886,BOS,MKE,1.0,860.0,187.75098921706518,2133.0
888,BOS,MSP,1.0,1124.0,174.66090835827768,8686.0
889,BOS,MSY,1.0,1368.0,130.3033752535497,2465.0
891,BOS,MYR,1.0,738.0,82.31614828209766,1106.0
892,BOS,OAK,1.0,2694.0,278.0815417558887,467.0
894,BOS,ORD,1.0,867.0,165.2752938383625,18956.0
895,BOS,ORF,1.0,468.0,160.4657692307692,468.0
896,BOS,PBI,1.0,1197.0,156.95563527263238,3833.0
897,BOS,PDX,1.0,2537.0,264.25095326606476,3766.0
898,BOS,PHL,1.0,280.0,151.27924469195963,11492.0
899,BOS,PHX,1.0,2300.0,252.92979572446555,4210.0
900,BOS,PIT,1.0,496.0,134.70533357838633,5441.0
903,BOS,RDU,1.0,612.0,132.13925033768572,8884.0
904,BOS,RIC,1.0,474.0,142.53081178903824,3868.0
906,BOS,ROC,1.0,343.0,113.09586387434554,573.0
907,BOS,RSW,1.0,1249.0,145.3199503585218,3626.0
908,BOS,SAN,1.0,2588.0,297.1798430004361,4586.0
910,BOS,SAV,1.0,901.0,130.96639102564103,1560.0
912,BOS,SEA,1.0,2496.0,284.504731259683,8391.0
913,BOS,SFO,1.0,2704.0,324.7396855125737,17139.0
914,BOS,SJC,1.0,2689.0,283.9813412408759,1096.0
915,BOS,SJU,1.0,1674.0,210.98641967810508,3293.0
916,BOS,SLC,1.0,2105.0,253.3688539848749,3438.0
918,BOS,SMF,1.0,2636.0,240.59975609756097,697.0
920,BOS,STL,1.0,1047.0,234.71583623693382,2296.0
923,BOS,TPA,1.0,1185.0,141.0866071926401,7174.0
927,BQN,EWR,1.0,1585.0,207.58898305084745,885.0
928,BQN,FLL,1.0,982.0,105.82434823977165,1051.0
929,BQN,JFK,1.0,1576.0,203.52833672776646,1473.0
930,BQN,MCO,1.0,1129.0,117.2151839464883,2990.0
935,BRW,ANC,1.0,725.0,222.05378737541528,602.0
938,BTR,ATL,1.0,448.0,224.90894444444442,540.0
941,BTR,DFW,1.0,383.0,248.4134705882353,680.0
942,BTR,IAH,1.0,253.0,242.86312913907287,604.0
945,BTV,DCA,1.0,437.0,213.085423553719,968.0
946,BTV,DEN,1.0,1639.0,133.5979104477612,670.0
948,BTV,EWR,1.0,266.0,148.90236070381232,682.0
949,BTV,IAD,1.0,441.0,196.48806,500.0
951,BTV,JFK,1.0,266.0,124.36283083219645,1466.0
953,BTV,ORD,1.0,763.0,217.78238453276046,931.0
